"Wenn Sie nicht wissen, wie Sie weiterleben sollen.","Wenn Sie nicht wissen, wie Sie weiterleben sollen."
"Wenn Sie mit jemandem über Ihre Probleme reden wollen.","Wenn Sie mit jemandem über Ihre Probleme reden wollen."
"Wenn Sie mit jemandem reden wollen.","Wenn Sie mit jemandem reden wollen."
"Wir hören Ihnen zu.","Wir hören Ihnen zu."
"Wir suchen mit Ihnen zusammen Wege, wie Sie mit Ihren Problemen umgehen können.","Wir suchen mit Ihnen zusammen Wege, wie Sie mit Ihren Problemen umgehen können."
"Sie entscheiden, worüber wir reden.","Sie entscheiden, worüber wir reden."
"Sie gehen keine Verpflichtungen ein.","Sie gehen keine Verpflichtungen ein."
"Versuchen Sie es einfach!","Versuchen Sie es einfach!"
"Sprechzeiten und Anmeldung","Sprechzeiten und Anmeldung"
"Ohne Anmeldung: jeden Montag von 9:00 bis 11:00 Uhr","Ohne Anmeldung: jeden Montag von 9:00 bis 11:00 Uhr"
"Oder Sie machen einen Termin bei uns.","Oder Sie machen einen Termin bei uns."
"Schreiben Sie uns dafür eine E-Mail:","Schreiben Sie uns dafür eine E-Mail:"
"Oder rufen Sie uns an:","Oder rufen Sie uns an:"
"Die Frauen*beratung der KuB richtet sich an **geflüchtete Frauen, die besonderen Schutz brauchen**.","Die Frauen*beratung der KuB richtet sich an **geflüchtete Frauen, die besonderen Schutz brauchen**."
"Das sind vor allem:","Das sind vor allem:"
"Schwangere","Schwangere"
"Alleinerziehende","Alleinerziehende"
"Betroffene von häuslicher Gewalt","Betroffene von häuslicher Gewalt"
"Betroffene von sexualisierter Gewalt","Betroffene von sexualisierter Gewalt"
"Wir beraten:","Wir beraten:"
"bei **Fragen zum Aufenthaltsrecht, zum Asylrecht und zum Sozialrecht**","bei **Fragen zum Aufenthaltsrecht, zum Asylrecht und zum Sozialrecht**"
"bei **psychischen und sozialen Problemen**","bei **psychischen und sozialen Problemen**"
"Wir unterstützen Sie in den Räumen der KuB.","Wir unterstützen Sie in den Räumen der KuB."
"Dafür schaffen wir eine geschützte Atmosphäre.","Dafür schaffen wir eine geschützte Atmosphäre."
"Gemeinsam erarbeiten wir Wege, wie Sie ihre Probleme lösen.","Gemeinsam erarbeiten wir Wege, wie Sie ihre Probleme lösen."
"Dabei beachten wir, was für Sie wichtig ist.","Dabei beachten wir, was für Sie wichtig ist."
"Unsere Beraterinnen sehen sich Ihre ganze Situation an und unterstützen Sie dann.","Unsere Beraterinnen sehen sich Ihre ganze Situation an und unterstützen Sie dann."
"Außerdem helfen wir Ihnen bei den Lösungswegen.","Außerdem helfen wir Ihnen bei den Lösungswegen."
"Wir haben zum Beispiel Menschen, die Sie zu Ämtern, Ärzt*innen und Rechtsanwält*innen begleiten.","Wir haben zum Beispiel Menschen, die Sie zu Ämtern, Ärzt*innen und Rechtsanwält*innen begleiten."
"Wir haben auch Sprachmittler*innen.","Wir haben auch Sprachmittler*innen."
"Diese Menschen übersetzen dann für Sie von Deutsch in Ihre Sprache und umgekehrt.","Diese Menschen übersetzen dann für Sie von Deutsch in Ihre Sprache und umgekehrt."
"Wenn Sie das wünschen, können wir Sie auch anonym beraten. Sie müssen uns dann nicht Ihren Namen nennen.","Wenn Sie das wünschen, können wir Sie auch anonym beraten. Sie müssen uns dann nicht Ihren Namen nennen."
"Die KuB ist Teil von dem „Berliner Netzwerk für besonders schutzbedürftige Flüchtlinge“ (BNS).","Die KuB ist Teil von dem „Berliner Netzwerk für besonders schutzbedürftige Flüchtlinge“ (BNS)."
"In dem Netzwerk ist die KuB die Frauenfachstelle.","In dem Netzwerk ist die KuB die Frauenfachstelle."
"Anmeldung","Anmeldung"
"Wenn Sie eine Beratung brauchen:","Wenn Sie eine Beratung brauchen:"
"Rufen Sie uns bitte an:","Rufen Sie uns bitte an:"
"Oder schreiben Sie uns eine E-Mail:","Oder schreiben Sie uns eine E-Mail:"
"Deutsch lernen","Deutsch lernen"
"Wir bieten kostenlose Deutschkurse an.","Wir bieten kostenlose Deutschkurse an."
"Es gibt mehrere Kurse:","Es gibt mehrere Kurse:"
"Alphabetisierung","Alphabetisierung"
"Du lernst lesen und schreiben.","Du lernst lesen und schreiben."
"Das ist dein 1. Deutsch-Kurs.","Das ist dein 1. Deutsch-Kurs."
"In diesem Kurs für neu Beginnende kannst du schon lesen und schreiben. Du sprichst Deutsch noch gar nicht. Du lernst hier Deutsch sprechen und verstehen.","In diesem Kurs für neu Beginnende kannst du schon lesen und schreiben. Du sprichst Deutsch noch gar nicht. Du lernst hier Deutsch sprechen und verstehen."
"Du sprichst Deutsch ein bisschen.","Du sprichst Deutsch ein bisschen."
"Das ist dein 2. Deutsch-Kurs.","Das ist dein 2. Deutsch-Kurs."
"Du sprichst ein bisschen Deutsch.","Du sprichst ein bisschen Deutsch."
"Das ist dein 3. Kurs.","Das ist dein 3. Kurs."
"Du sprichst Deutsch ganz gut.","Du sprichst Deutsch ganz gut."
"Das ist dein 4. Kurs.","Das ist dein 4. Kurs."
"Dein 5., 6. oder 7. Deutsch-Kurs.","Dein 5., 6. oder 7. Deutsch-Kurs."
"Du hast keine Probleme im Alltag.","Du hast keine Probleme im Alltag."
"Mit B2 darfst du an einer Universität studieren.","Mit B2 darfst du an einer Universität studieren."
"Konversations-Kurs:","Konversations-Kurs:"
"Es ist auch ein Kurs zum Sprechen da.","Es ist auch ein Kurs zum Sprechen da."
"Du übst hier vor allem, Deutsch sprechen.","Du übst hier vor allem, Deutsch sprechen."
"Mutter-Kind-Kurs:","Mutter-Kind-Kurs:"
"Du bist Mutter von einem kleinen Kind?","Du bist Mutter von einem kleinen Kind?"
"Im Mutter-Kind-Kurs lernst du Deutsch. Wir kümmern uns um dein Kind, wenn du im Deutsch-Kurs bist. Für diesen Kurs musst du nicht zur Anmeldung kommen.","Im Mutter-Kind-Kurs lernst du Deutsch. Wir kümmern uns um dein Kind, wenn du im Deutsch-Kurs bist. Für diesen Kurs musst du nicht zur Anmeldung kommen."
"Informationen:","Informationen:"
"Ein Kurs geht 6 Monate.","Ein Kurs geht 6 Monate."
"Alle Kurse gibt es pro Woche 1-mal, 2-mal oder 3-mal.","Alle Kurse gibt es pro Woche 1-mal, 2-mal oder 3-mal."
"Wir helfen dir einmal im Monat.","Wir helfen dir einmal im Monat."
"Du kommst zu uns in die KuB.","Du kommst zu uns in die KuB."
"Der Tag ist immer der erste Freitag im Monat.","Der Tag ist immer der erste Freitag im Monat."
"Die Uhrzeit ist 15:30 Uhr.","Die Uhrzeit ist 15:30 Uhr."
"Kontakt","Kontakt"
"Kontakt und Beratungstelle für Flüchtlinge und Migrant_innen e.V.","Kontakt und Beratungstelle für Flüchtlinge und Migrant_innen e.V."
"Telefon","Telefon"
"Fax","Fax"
"E-Mail","E-Mail"
"Internet","Internet"
"Bürozeiten","Bürozeiten"
"Das Büro ist in der Regel offen:","Das Büro ist in der Regel offen:"
"Montag, Dienstag, Donnerstag und Freitag","Montag, Dienstag, Donnerstag und Freitag"
"von 9:00 bis 17:00 Uhr und","von 9:00 bis 17:00 Uhr und"
"Mittwochs sind wir nur telefonisch erreichbar (13:00 - 17:00 Uhr)","Mittwochs sind wir nur telefonisch erreichbar (13:00 - 17:00 Uhr)"
